RA,DEC
149.6019,11.58661
159.8455,12.99128
190.027,14.19972
124.8917,7.241639
126.5135,8.146556
128.0605,8.348444
144.5397,11.54667
172.0229,14.67206
188.1892,15.06692
170.1606,15.53903
170.1603,15.538
186.7731,15.88181
209.7869,46.02069
191.5847,49.45611
202.0256,48.796
209.948,47.40205
188.6083,50.06786
188.6113,50.06858
194.6861,50.473
194.6888,50.47064
210.4641,48.06094
210.4624,48.05925
213.1105,45.69042
213.125,45.69275
215.0398,45.14431
230.8864,38.73908
227.1969,41.57233
227.3862,42.03003
233.9745,38.67547
146.0415,34.66447
151.6635,36.65358
139.9758,32.93419
149.338,36.8768
149.3231,36.83325
208.4604,54.12922
197.87,56.24883
197.7062,56.649
205.4215,55.67194
205.417,55.67689
205.4323,55.67378
232.4463,46.49419
252.0788,31.43875
212.6099,54.61022
249.4977,34.57914
251.7954,32.12153
198.2697,57.63464
240.4501,42.79
212.0033,55.72936
220.2552,53.33619
195.322,55.9958
196.564,55.76233
173.3758,56.74483
177.1578,56.94756
211.0458,54.4227
221.2231,51.34108
198.1589,56.85172
214.0505,54.88803
225.7418,39.35042
225.7406,39.35039
254.0067,21.216
256.0341,19.36114
231.4347,37.83258
206.2149,10.58267
216.0904,9.976778
231.3392,7.955917
206.5818,11.43503
212.2086,10.93142
217.0517,10.39386
210.9104,11.38878
235.9166,8.157778
233.721,8.901584
208.9223,6.011528
213.7268,5.67825
213.7248,5.680806
205.1309,6.960667
208.5301,6.708055
213.8431,6.5075
219.2108,6.139278
206.531,7.385389
213.4113,7.660444
213.4138,7.658472
211.741,8.236527
211.7378,8.236028
226.5023,6.720722
225.8347,7.608778
228.2189,7.509278
224.6111,8.208028
227.9791,7.910639
235.6573,6.85775
201.707,10.55831
204.6292,10.41194
207.9914,10.07358
226.4225,5.094528
230.6696,4.705194
229.5762,5.306611
231.0314,5.136445
231.0295,5.137583
235.3651,4.739222
227.9868,5.752806
229.9072,5.680861
224.1658,6.460694
224.164,6.465861
212.1819,38.47547
219.6517,36.27056
227.56,33.56889
255.7675,16.3
255.7708,16.29422
255.7728,16.298
255.766,16.30153
226.7295,34.55108
227.0242,34.38881
227.0249,34.39089
232.7461,31.66367
232.7485,31.66389
234.9997,30.66692
237.5408,29.18533
251.6564,20.57472
214.1358,39.59172
231.5386,31.51006
237.6087,28.579
236.2085,29.6405
242.4709,26.62019
244.8921,29.81867
243.1884,32.29917
244.7145,30.23094
250.0273,26.6025
240.6544,34.40203
242.1622,33.31936
246.2292,30.39875
246.4587,30.19792
196.7615,13.63733
195.9867,14.90872
211.8086,12.80289
222.3939,11.24811
222.3956,11.24867
