RA,DEC,nvotes,elliptical,edge_on_disk,dont_know,merger,face_on_spiral,type
32.29704,-9.545584,24,0.125,0.0,0.0,0.791999995708,0.082999996841,merger
4.707708,-10.36847,45,0.0219999998808,0.0,0.0439999997616,0.777999997139,0.156000003219,merger
59.39083,-6.093028,21,0.0,0.0,0.143000006676,0.713999986649,0.142999999225,merger
40.36067,-8.146277,28,0.143000006676,0.0710000023246,0.0710000023246,0.713999986649,0.0,merger
44.45846,-7.678639,24,0.082999996841,0.0419999994338,0.166999995708,0.708000004292,0.0,merger
59.19529,-5.272833,30,0.0670000016689,0.0,0.0329999998212,0.76700001955,0.133000001311,merger
5.320333,-8.973083,27,0.0,0.222000002861,0.0370000004768,0.666999995708,0.0740000009537,merger
12.49675,-8.892222,22,0.226999998093,0.0,0.0450000017881,0.726999998093,0.0,merger
12.97533,-9.019083,27,0.0370000004768,0.0,0.0,0.666999995708,0.296000003815,merger
15.93842,-8.962111,62,0.0320000015199,0.0320000015199,0.0649999976158,0.805999994278,0.0649999976158,merger
15.93583,-8.9635,41,0.0240000002086,0.0240000002086,0.0489999987185,0.853999972343,0.0480000004172,merger
311.5229,-7.16075,24,0.0419999994338,0.0419999994338,0.082999996841,0.833000004292,0.0,merger
328.294,-7.590861,25,0.119999997318,0.0,0.0399999991059,0.680000007153,0.159999996424,merger
332.9299,12.35947,32,0.0619999989867,0.0619999989867,0.0309999994934,0.811999976635,0.0309999994934,merger
324.5864,11.34867,31,0.0649999976158,0.0649999976158,0.097000002861,0.773999989033,0.0,merger
354.0521,15.00486,33,0.0,0.0299999993294,0.0610000006855,0.908999979496,0.0,merger
317.347,11.36844,33,0.0299999993294,0.0299999993294,0.151999995112,0.787999987602,0.0,merger
317.3478,11.36881,34,0.0590000003576,0.0289999991655,0.0879999995232,0.824000000954,0.0,merger
339.2034,14.69897,65,0.246000006795,0.0,0.0309999994934,0.722999989986,0.0,merger
15.84737,-10.85347,30,0.0329999998212,0.0329999998212,0.0329999998212,0.899999976158,0.0,merger
15.85025,-10.85506,50,0.019999999553,0.0,0.0,0.959999978542,0.019999999553,merger
358.5575,-10.39042,43,0.186000004411,0.0,0.070000000298,0.744000017643,0.0,merger
358.7488,-9.248055,23,0.173999994993,0.0,0.0869999974966,0.739000022411,0.0,merger
1.38675,-8.853556,27,0.148000001907,0.0,0.0740000009537,0.777999997139,0.0,merger
26.96596,-8.614667,28,0.0,0.0710000023246,0.0,0.820999979973,0.107000000775,merger
23.19675,-8.424111,27,0.0,0.0,0.0,0.851999998093,0.148000001907,merger
34.26588,-8.754444,54,0.0560000017285,0.0560000017285,0.0370000004768,0.851999998093,0.0,merger
128.917,46.49364,40,0.0250000003725,0.125,0.125,0.675000011921,0.0500000007451,merger
113.5005,32.21575,37,0.0810000002384,0.0810000002384,0.0270000007004,0.783999979496,0.0270000007004,merger
357.795,-9.224444,25,0.239999994636,0.0,0.0399999991059,0.680000007153,0.0399999991059,merger
125.7842,1.885111,37,0.0540000014007,0.0,0.0270000007004,0.675999999046,0.243000006303,merger
125.785,1.8865,39,0.0260000005364,0.0260000005364,0.0,0.897000014782,0.0520000010729,merger
127.1459,1.877722,27,0.222000002861,0.0,0.111000001431,0.666999995708,0.0,merger
151.1073,2.016278,66,0.196999996901,0.0610000006855,0.0759999975562,0.666999995708,0.0,merger
151.1083,2.015639,57,0.104999996722,0.123000003397,0.0879999995232,0.666999995708,0.0179999992251,merger
128.6375,1.672833,28,0.0,0.0,0.143000006676,0.713999986649,0.143000006676,merger
156.9307,1.191028,30,0.0670000016689,0.0670000016689,0.166999995708,0.666999995708,0.0329999998212,merger
157.3017,1.346361,34,0.0879999995232,0.118000000715,0.0289999991655,0.735000014305,0.0289999991655,merger
169.0427,1.511222,29,0.137999996543,0.0689999982715,0.0689999982715,0.723999977112,0.0,merger
171.5365,2.228055,56,0.0179999992251,0.0,0.107000000775,0.679000020027,0.197000004351,merger
171.536,2.226972,35,0.0289999991655,0.0570000000298,0.11400000006,0.68599998951,0.11400000006,merger
166.8837,2.743833,30,0.0,0.0,0.0,0.933000028133,0.0659999996424,merger
166.8853,2.74625,20,0.0,0.0,0.0,0.800000011921,0.20000000298,merger
166.8856,2.744361,28,0.0359999984503,0.0359999984503,0.0,0.786000013351,0.143000006676,merger
171.242,2.666055,30,0.0329999998212,0.0670000016689,0.0,0.800000011921,0.10000000149,merger
173.8885,2.765361,55,0.273000001907,0.0,0.054999999702,0.672999978065,0.0,merger
167.521,3.476694,23,0.0,0.0,0.0,0.957000017166,0.0430000014603,merger
121.0931,40.64858,24,0.0419999994338,0.0419999994338,0.0,0.875,0.0419999994338,merger
114.5324,34.09186,40,0.0750000029802,0.0,0.0250000003725,0.800000011921,0.10000000149,merger
125.9584,1.93375,59,0.152999997139,0.0340000018477,0.0850000008941,0.728999972343,0.0,merger
122.8752,2.101361,28,0.0,0.107000000775,0.143000006676,0.75,0.0,merger
163.2399,4.341667,55,0.181999996305,0.0,0.0729999989271,0.726999998093,0.0179999992251,merger
157.1574,4.979611,54,0.0,0.0,0.0930000022054,0.833000004292,0.0750000011176,merger
165.4228,5.7405,26,0.231000006199,0.0,0.0379999987781,0.731000006199,0.0,merger
123.6528,38.56436,23,0.216999992728,0.0,0.0430000014603,0.739000022411,0.0,merger
111.8504,27.75625,28,0.143000006676,0.0,0.0710000023246,0.786000013351,0.0,merger
216.1881,62.35744,29,0.137999996543,0.0340000018477,0.103000000119,0.723999977112,0.0,merger
224.8455,59.84956,25,0.0399999991059,0.159999996424,0.0399999991059,0.680000007153,0.0799999982119,merger
140.6379,50.43533,34,0.0,0.0289999991655,0.0289999991655,0.852999985218,0.0879999995232,merger
112.2723,26.91694,57,0.104999996722,0.035000000149,0.0529999993742,0.772000014782,0.0359999984503,merger
149.1997,54.38925,25,0.0,0.0,0.0,1.0,0.0,merger
112.6284,28.27294,41,0.0,0.0489999987185,0.0,0.731999993324,0.219999998808,merger
122.6585,39.43778,27,0.111000001431,0.0740000009537,0.0,0.777999997139,0.0370000004768,merger
125.4456,42.23378,34,0.0,0.118000000715,0.0590000003576,0.824000000954,0.0,merger
125.452,42.23314,20,0.0500000007451,0.10000000149,0.0,0.850000023842,0.0,merger
154.1688,0.468,29,0.0340000018477,0.0340000018477,0.103000000119,0.792999982834,0.0340000018477,merger
161.2633,0.5407778,33,0.0909999981523,0.0299999993294,0.0,0.879000008106,0.0,merger
148.9938,-3.028139,29,0.0340000018477,0.103000000119,0.0,0.861999988556,0.0,merger
148.9407,-2.528194,32,0.0,0.0309999994934,0.0619999989867,0.811999976635,0.0939999967813,merger
144.7899,-1.20425,35,0.0570000000298,0.0570000000298,0.143000006676,0.742999970913,0.0,merger
167.9252,63.4873,27,0.111000001431,0.0370000004768,0.0,0.666999995708,0.185000002384,merger
171.2072,64.65064,24,0.25,0.0,0.0419999994338,0.708000004292,0.0,merger
166.8063,65.09811,31,0.097000002861,0.0320000015199,0.0320000015199,0.838999986649,0.0,merger
192.1812,3.994056,26,0.0769999995828,0.0379999987781,0.0769999995828,0.808000028133,0.0,merger
193.1593,3.928917,22,0.136000007391,0.0450000017881,0.136000007391,0.681999981403,0.0,merger
205.9668,4.164694,34,0.206000000238,0.0590000003576,0.0,0.675999999046,0.0590000003576,merger
209.2259,3.933667,59,0.168999999762,0.0,0.0509999990463,0.77999997139,0.0,merger
240.1785,2.655222,51,0.216000005603,0.019999999553,0.0780000016093,0.68599998951,0.0,merger
229.8497,3.791667,49,0.122000001371,0.019999999553,0.101999998093,0.735000014305,0.019999999553,merger
228.8031,4.374833,29,0.207000002265,0.0340000018477,0.0340000018477,0.723999977112,0.0,merger
189.8195,6.087972,34,0.206000000238,0.0,0.0289999991655,0.764999985695,0.0,merger
238.992,53.729,33,0.0,0.0,0.0610000006855,0.908999979496,0.0299999993294,merger
238.9914,53.72792,23,0.216999992728,0.0,0.0,0.782999992371,0.0,merger
226.6259,60.59453,25,0.0,0.0,0.0,0.839999973774,0.159999996424,merger
241.2065,53.43858,29,0.0689999982715,0.0340000018477,0.0340000018477,0.759000003338,0.103000000119,merger
245.4178,50.27394,31,0.128999993205,0.128999993205,0.0,0.741999983788,0.0,merger
248.3481,47.31744,57,0.140000000596,0.0529999993742,0.0879999995232,0.684000015259,0.035000000149,merger
247.4474,49.0822,57,0.0529999993742,0.0179999992251,0.140000000596,0.754000008106,0.035000000149,merger
256.2745,39.03753,34,0.146999999881,0.0,0.175999999046,0.675999999046,0.0,merger
176.2308,58.47794,36,0.082999996841,0.0,0.0560000017285,0.833000004292,0.0280000008643,merger
131.1956,44.74231,30,0.20000000298,0.0,0.0329999998212,0.76700001955,0.0,merger
172.1392,58.56281,50,0.0,0.0799999982119,0.119999997318,0.77999997139,0.019999999553,merger
172.1313,58.5643,63,0.0480000004172,0.0,0.189999997616,0.730000019073,0.0320000015199,merger
139.2585,50.04572,31,0.0,0.0,0.0,0.709999978542,0.28999998793,merger
139.2547,50.04625,34,0.0,0.0289999991655,0.0,0.705999970436,0.265000000596,merger
127.8799,43.389,18,0.111000001431,0.166999995708,0.0560000017285,0.666999995708,0.0,merger
146.8159,53.82394,39,0.0769999995828,0.0,0.0260000005364,0.795000016689,0.103000000119,merger
146.8241,53.82203,29,0.0689999982715,0.0,0.0,0.792999982834,0.137999996543,merger
148.5407,54.94528,62,0.0,0.0,0.0,0.676999986172,0.323000013828,merger
169.2267,59.53081,42,0.0710000023246,0.0240000002086,0.21400000155,0.666999995708,0.0240000002086,merger
184.3353,60.88317,56,0.0179999992251,0.0179999992251,0.0359999984503,0.804000020027,0.125,merger
243.7414,46.73033,67,0.254000008106,0.0149999996647,0.0450000017881,0.686999976635,0.0,merger
235.6908,53.3195,31,0.0649999976158,0.0649999976158,0.0,0.870999991894,0.0,merger
249.5586,41.9388,30,0.0329999998212,0.10000000149,0.0670000016689,0.699999988079,0.10000000149,merger
249.5542,41.93975,37,0.0,0.0,0.0540000014007,0.81099998951,0.135000005364,merger
257.455,32.29922,24,0.082999996841,0.125,0.0419999994338,0.75,0.0,merger
261.4526,25.89325,34,0.146999999881,0.0590000003576,0.0879999995232,0.705999970436,0.0,merger
261.4529,25.89156,49,0.0610000006855,0.0,0.245000004768,0.694000005722,0.0,merger
255.1651,35.50664,60,0.133000001311,0.0170000009239,0.0500000007451,0.683000028133,0.117000002414,merger
243.0907,48.64542,53,0.245000004768,0.0189999993891,0.0189999993891,0.698000013828,0.0189999993891,merger
259.5289,29.99603,32,0.0309999994934,0.0,0.0309999994934,0.938000023365,0.0,merger
240.0192,51.79661,29,0.0340000018477,0.0689999982715,0.0689999982715,0.689999997616,0.137000001967,merger
240.019,51.79805,27,0.0370000004768,0.0370000004768,0.0,0.925999999046,0.0,merger
255.8105,31.45467,32,0.0309999994934,0.0619999989867,0.0309999994934,0.78100001812,0.0939999967813,merger
249.5878,40.81722,55,0.0,0.0,0.0179999992251,0.672999978065,0.309000007808,merger
229.387,1.151333,24,0.0419999994338,0.0419999994338,0.0,0.875,0.0419999994338,merger
232.5801,1.721,28,0.0710000023246,0.0359999984503,0.0359999984503,0.786000013351,0.0710000023246,merger
250.469,38.82619,34,0.0590000003576,0.0879999995232,0.0879999995232,0.705999970436,0.0590000003576,merger
204.1845,-3.497917,36,0.111000001431,0.0,0.0280000008643,0.861000001431,0.0,merger
204.1834,-3.500861,17,0.0590000003576,0.0590000003576,0.0590000003576,0.705999970436,0.118000000715,merger
205.1151,-3.114889,27,0.148000001907,0.0,0.185000002384,0.666999995708,0.0,merger
206.6511,-1.718889,60,0.082999996841,0.0329999998212,0.0329999998212,0.850000023842,0.0,merger
207.4845,-1.342306,24,0.166999995708,0.0,0.166999995708,0.666999995708,0.0,merger
218.5038,-3.063472,28,0.0359999984503,0.143000006676,0.0359999984503,0.713999986649,0.0710000023246,merger
226.8127,-2.745111,34,0.0289999991655,0.0590000003576,0.0,0.882000029087,0.0289999991655,merger
203.9329,-2.887056,36,0.166999995708,0.0,0.138999998569,0.666999995708,0.0280000008643,merger
222.335,-2.463444,29,0.0689999982715,0.0,0.0689999982715,0.861999988556,0.0,merger
233.1582,-1.397611,33,0.0,0.0,0.0299999993294,0.879000008106,0.0910000000149,merger
206.242,-1.496333,30,0.166999995708,0.0329999998212,0.0329999998212,0.76700001955,0.0,merger
221.3832,-2.743472,23,0.0430000014603,0.0,0.0430000014603,0.912999987602,0.0,merger
223.4829,-2.795944,27,0.0,0.0740000009537,0.0,0.851999998093,0.0740000009537,merger
233.2976,-2.311333,33,0.120999999344,0.0299999993294,0.0610000006855,0.787999987602,0.0,merger
215.2999,-1.645556,32,0.187999993563,0.0,0.125,0.688000023365,0.0,merger
222.711,5.119639,56,0.0359999984503,0.143000006676,0.0179999992251,0.75,0.0540000014007,merger
222.7155,5.120417,27,0.0,0.0740000009537,0.0,0.703999996185,0.222000002861,merger
211.9437,6.387389,64,0.187999993563,0.0469999983907,0.0780000016093,0.688000023365,0.0,merger
233.0968,4.625805,21,0.189999997616,0.0949999988079,0.0,0.713999986649,0.0,merger
222.8514,6.801417,24,0.0,0.125,0.125,0.75,0.0,merger
222.8519,6.797945,62,0.0,0.01600000076,0.144999995828,0.838999986649,0.0,merger
222.8491,6.801111,30,0.0329999998212,0.0,0.266999989748,0.699999988079,0.0,merger
348.2089,13.65625,30,0.0,0.0,0.0,0.967000007629,0.0329999998212,merger
351.0514,14.35372,33,0.181999996305,0.0,0.0299999993294,0.758000016212,0.0299999993294,merger
0.2649167,14.57894,22,0.0,0.0450000017881,0.181999996305,0.681999981403,0.0900000035763,merger
318.5292,10.60606,34,0.146999999881,0.0,0.0879999995232,0.764999985695,0.0,merger
338.513,13.55794,35,0.256999999285,0.0,0.0289999991655,0.713999986649,0.0,merger
346.1267,14.2805,26,0.0769999995828,0.0769999995828,0.0379999987781,0.731000006199,0.0769999995828,merger
359.9528,15.02319,49,0.245000004768,0.019999999553,0.0410000011325,0.694000005722,0.0,merger
