RA,DEC
192.424,-2.262083
193.8586,-2.226139
194.7514,-2.079389
194.744,-2.083972
197.1662,-2.199056
197.1842,-2.132889
198.5584,-2.192167
199.1563,-2.091639
199.9141,-2.137278
164.9384,-1.664611
171.3093,-1.617472
175.8725,-1.668444
180.2623,-1.765111
180.2543,-1.7635
180.2548,-1.76425
183.0432,-1.781778
192.6001,-1.81575
192.81,-1.780778
194.304,-1.711056
194.6724,-1.76425
198.3646,-1.798722
198.3378,-1.802778
198.3659,-1.7985
198.3693,-1.798
198.3632,-1.798861
198.404,-1.792861
198.579,-1.767139
198.5395,-1.773
198.6072,-1.763
199.1169,-1.656111
173.2069,-1.234722
176.9252,-1.394083
178.326,-1.420333
180.2934,-1.294861
182.9338,-1.423056
187.5087,-1.291361
190.1459,-1.284028
190.7241,-1.356417
193.9922,-1.349389
194.2176,-1.353944
198.5455,-1.376556
178.1335,-3.671472
179.9131,-3.6815
192.5692,-3.597222
193.2958,-3.549056
193.2954,-3.546278
195.9762,-3.659583
195.9758,-3.656917
196.1345,-3.556139
196.1335,-3.588389
196.1472,-3.569722
196.1116,-3.584028
199.4877,-3.552917
199.4973,-3.555305
199.4702,-3.548805
199.6804,-3.599611
199.7248,-3.610083
199.768,-3.620667
173.321,-3.091556
176.9035,-3.245306
178.4783,-3.305528
181.4924,-3.322111
182.6037,-3.237444
183.0006,-3.264111
183.5408,-3.333667
186.3686,-3.283083
189.2421,-3.140861
192.8353,-3.112639
193.202,-3.190889
194.5035,-3.247111
194.9337,-3.273472
197.6049,-3.099417
197.5348,-3.0825
197.648,-3.109722
197.6399,-3.107833
197.5077,-3.075917
197.6824,-3.274444
197.9203,-3.175195
197.8407,-3.156111
198.051,-3.206667
197.9729,-3.187889
198.2182,-3.246944
198.2438,-3.253083
198.1658,-3.234195
198.1037,-3.219306
198.2614,-3.257306
198.287,-3.263556
198.8246,-3.117722
199.3687,-3.177861
172.8933,-2.661917
172.9404,-2.679556
174.0312,-2.854167
176.7588,-2.821389
178.2034,-2.709083
179.0024,-2.720083
184.8021,-2.795389
184.802,-2.795833
186.7488,-2.802972
187.1077,-2.761694
189.7455,-2.904861
190.4988,-2.90325
190.7511,-2.752167
191.8221,-2.728639
192.8253,-2.895861
194.6442,-2.872778
195.957,-2.704028
196.0795,-2.733417
196.3158,-2.789889
196.4385,-2.819361
196.456,-2.823528
196.4735,-2.82775
196.6138,-2.861333
196.6407,-2.867833
197.1125,-2.686028
197.6973,-2.684222
197.8024,-2.675861
199.2265,-2.825111
200.6517,-2.619111
200.6553,-2.620528
174.1147,-2.388278
175.1421,-2.459028
178.157,-2.468417
186.0352,-2.386833
189.9872,-2.475083
194.1327,-2.268861
194.369,-2.324972
194.589,-2.377417
194.7024,-2.404472
194.7725,-2.421111
194.6591,-2.394056
194.685,-2.400222
194.9361,-2.276222
194.8954,-2.450389
194.8076,-2.429528
200.302,-2.302889
200.3633,-2.311833
200.4377,-2.322639
172.9984,-1.8285
174.2407,-2.020861
182.1835,-2.072305
185.7927,-1.905472
195.2642,-1.953694
171.3091,-1.574972
172.199,-1.582417
174.285,-1.616611
174.2816,-1.616194
174.3042,-1.488444
177.9025,-1.615389
181.0845,-1.530278
183.694,-1.658417
185.9648,-1.49475
187.6319,-1.459111
189.1107,-1.604222
190.2939,-1.633528
193.3564,-1.462917
195.8161,-1.509111
195.9577,-1.614583
196.3593,-1.404444
197.8219,-1.407111
200.1805,-1.452194
170.8945,-1.499028
128.3518,-0.6722222
129.9427,-0.6383889
136.007,-0.7460278
137.8302,-0.8036111
139.5515,-0.6389722
140.1543,-0.6805278
140.8183,-0.7316111
142.5287,-0.80775
144.2487,-0.8295556
145.1007,-0.6799445
146.2426,-0.7626389
146.9503,-0.8150555
147.3822,-0.8381944
122.2935,-0.3681667
122.3301,-0.4061111
122.3907,-0.3185
125.3585,-0.4189444
126.1229,-0.33975
126.444,-0.4147222
127.917,-0.2240556
127.9068,-0.2196389
129.8712,-0.3469167
129.885,-0.4029167
130.254,-0.354
131.0967,-0.4087778
134.3657,-0.2131944
138.89,-0.3526389
138.8939,-0.3577222
138.8887,-0.3509167
138.895,-0.3518056
138.8893,-0.3516667
139.4562,-0.2804167
142.1872,-0.2865
144.8639,-0.2183333
145.3671,-0.323
145.5944,-0.2756389
145.594,-0.2750278
122.0833,-0.354
122.2298,0.07922222
122.6787,0.1978056
123.0324,0.1631944
123.6882,0.08191667
124.0909,0.004333333
126.1802,0.04883333
126.308,0.1731111
127.4762,0.01641667
127.3503,0.006222222
127.4834,0.02191667
127.4843,0.02255556
127.485,0.02305556
128.6413,0.1734167
131.4029,0.1822778
131.8042,0.00175
131.9074,0.02055556
131.9002,0.01505556
131.9059,0.01511111
131.8952,0.02847222
132.1827,0.003611111
132.2248,0.1606389
134.0723,0.1570278
123.7596,0.4963056
124.796,0.483
126.1663,0.4669445
126.2582,0.6008889
126.489,0.4340833
127.2023,0.5059722
129.5245,0.6089444
132.3613,0.4245278
132.6986,0.6279167
135.7218,0.4206389
139.3907,0.5573889
139.384,0.5523056
139.3913,0.5579166
139.3831,0.5516945
139.39,0.5512222
144.0035,0.5605278
146.551,0.4320833
146.7253,0.5082222
147.039,0.5258055
147.4224,0.6210278
147.4231,0.6217778
147.4764,0.6165833
147.4756,0.61625
147.4605,0.6118889
147.4577,0.6123056
142.636,0.8874444
145.2959,0.9313333
145.7273,0.8773333
146.6259,0.8823611
160.322,-3.336444
162.1517,-3.429083
142.1951,-2.613861
143.7919,-2.566556
147.1287,-2.664222
153.0235,-2.958028
153.2832,-2.780583
156.3483,-2.886667
161.991,-3.081278
162.7152,-3.055167
140.2074,-2.026083
142.5517,-2.188389
150.8005,-2.340917
151.9845,-2.515278
152.751,-2.416694
153.8183,-2.389917
157.752,-2.548917
158.0284,-2.647278
158.87,-2.609
144.2893,-1.885528
146.5457,-1.781472
152.9235,-1.972944
158.0214,-2.156055
158.026,-2.027528
160.2466,-2.264833
160.2531,-2.263278
140.2313,-1.229389
148.0024,-1.37025
150.8976,-1.536833
164.7299,-1.798917
144.9646,-1.033667
148.1694,-1.124278
150.1177,-1.201639
150.3988,-1.159639
151.5567,-1.206833
155.0917,-1.261278
155.7305,-1.2565
158.51,-1.397361
161.8358,-1.370167
142.3358,56.24606
116.9524,37.41847
116.9851,37.44203
117.1478,37.45419
120.6409,41.42842
120.5601,41.55997
122.099,42.91461
124.979,45.809
125.2785,46.12783
126.1914,46.86675
129.1943,49.33647
130.2515,49.81995
134.5487,52.68047
136.7219,53.90697
137.6445,54.35878
139.6151,55.51383
140.7743,55.98225
142.4579,56.68995
145.4004,57.88672
149.0559,59.30539
117.5456,38.74181
118.0513,39.41069
118.4386,39.78261
124.3145,45.93369
129.9076,50.42378
132.3726,52.05875
133.2242,52.42186
133.1994,52.4385
135.0242,53.75845
137.4503,54.97011
141.1077,56.57239
146.648,58.9277
118.2074,40.27475
122.988,45.46886
123.4949,45.74497
124.0201,46.45922
133.1,52.99994
133.6193,53.40514
144.7182,58.57828
145.7702,58.96344
116.0867,38.81517
118.5191,41.36033
118.6576,41.82108
119.3304,42.45058
122.8813,45.9982
124.0011,46.82167
128.1777,50.39653
128.2139,50.43531
133.0555,53.61342
135.0011,54.81053
136.7376,55.65231
116.8759,40.18714
120.7223,44.58778
121.827,45.50711
122.7978,46.41367
122.7865,46.46544
123.3527,47.0288
127.1725,50.29781
129.835,52.28417
130.3867,52.48914
131.5663,53.41172
131.6362,53.52189
132.9271,54.1833
133.5,54.41822
134.3935,55.14183
135.3579,55.46953
136.4037,56.01075
138.6717,57.08222
138.6719,57.08183
144.1317,59.39989
144.93,59.79422
152.1473,59.637
154.0101,60.15434
151.3949,60.31906
157.978,62.07644
149.5033,60.23592
151.4135,60.87589
158.7835,62.54839
159.4159,62.87325
158.5486,63.07625
149.7216,61.44153
157.1155,63.14578
252.9418,62.46622
253.9616,61.54
255.3686,59.60031
256.9004,57.44297
257.7566,56.42908
252.7912,63.58025
254.0994,62.3877
255.3464,60.65175
255.3609,60.64961
258.5984,56.14592
259.3485,55.10039
260.4409,53.44417
260.3471,53.3655
255.7903,61.46041
258.2782,58.48466
255.7912,62.40861
257.2957,60.99411
259.1537,58.41258
260.5777,55.86406
253.8965,64.80686
254.922,64.61745
260.9032,56.58381
256.1538,64.39178
256.1228,64.36428
258.0217,62.00572
259.1714,60.42178
260.9155,57.64783
252.0301,63.04272
252.0894,62.97906
253.5991,61.433
251.6982,64.07027
253.721,62.07281
255.0398,60.8553
255.3051,60.25028
255.8672,59.72395
255.8873,59.67008
256.4654,58.96072
256.4221,58.71992
256.6923,58.71447
257.8451,56.66564
257.8391,56.6743
258.0753,56.55544
259.2397,54.89569
259.3062,54.53197
259.2038,54.46539
260.2018,52.71041
260.1935,52.655
253.0953,64.17347
253.0626,63.70567
254.2404,62.75644
255.7637,61.18878
256.3211,60.57536
258.1986,57.87436
258.0023,57.71686
258.55,56.81583
258.8015,56.54997
259.0237,56.091
259.0157,56.11992
259.7598,55.40958
260.0532,54.48917
260.041,54.35922
253.9024,64.01978
257.0146,60.83383
256.8736,60.68083
258.1893,58.66689
259.5548,56.66539
259.6663,56.71483
255.5034,63.84241
256.2779,62.85905
257.5435,61.35053
257.8026,61.04511
257.79,61.03933
258.356,60.22764
258.8088,59.57864
258.8071,59.20233
258.9384,59.22178
259.0597,58.61555
261.4704,55.17236
261.2311,54.95733
262.0597,53.75306
258.2263,61.26694
258.939,60.70408
258.9539,60.70525
259.2454,59.68475
261.077,57.30692
260.8666,57.01936
260.8563,57.01561
261.4015,56.37297
262.5501,54.06275
262.6751,53.71347
263.055,53.13814
263.0408,53.06764
134.9577,55.69964
134.9617,55.70247
134.9691,55.69967
139.5144,57.90536
139.4935,57.90556
139.5513,57.98797
145.6324,60.51172
156.5634,63.55239
165.5968,65.14447
184.8048,66.286
185.8394,66.33997
188.0176,66.40131
189.3282,66.38128
194.0941,66.00142
