,RA,DEC
14979,356.265,0.707
14980,357.97,0.755
14981,358.299,0.767
14982,359.018,0.707
14983,359.212,0.685
14984,359.402,0.811
14985,0.614,0.691
14986,0.822,0.79
14987,1.912,0.816
14988,3.011,0.689
14989,3.272,0.81
14990,3.378,0.678
14991,3.447,0.767
14992,3.541,0.833
14993,3.787,0.645
14994,3.861,0.74
14995,5.103,0.824
14996,7.148,0.638
14997,10.252,0.664
14998,10.374,0.665
14999,10.643,0.752
15000,12.845,0.655
15001,13.296,0.671
15002,13.676,0.634
15003,13.927,0.694
15004,13.869,0.707
15005,14.018,0.722
15006,14.048,0.694
15007,13.987,0.785
15008,14.199,0.71
15009,14.596,0.679
15010,326.844,0.765
15011,320.576,1.199
15012,320.508,1.161
15013,320.72,1.106
15014,323.913,1.076
15015,324.806,1.232
15016,325.01,1.208
15017,325.012,1.217
15018,326.006,1.163
15019,327.031,1.125
15020,327.47,1.239
15021,327.513,1.25
15022,327.519,1.243
15023,327.616,1.244
15024,327.97,1.103
15025,328.827,1.052
15026,329.188,1.248
15027,329.592,1.165
15028,330.446,1.237
15029,330.55,1.103
15030,331.117,1.242
15031,331.55,1.05
15032,331.547,1.054
15033,331.599,1.119
15034,331.702,1.098
15035,331.733,1.234
15036,332.281,1.076
15037,332.173,1.152
15038,332.48,1.207
15039,332.67,1.202
15040,334.05,1.258
15041,334.179,1.242
15042,334.563,1.255
15043,334.671,1.056
15044,334.679,1.171
15045,335.522,1.236
15046,335.655,1.149
15047,336.502,1.246
15048,336.514,1.205
15049,337.257,1.255
15050,337.78,1.104
15051,338.253,1.079
15052,338.471,1.2
15053,338.519,1.219
15054,338.896,1.225
15055,338.911,1.188
15056,339.038,1.051
15057,339.111,1.126
15058,340.445,1.201
15059,340.643,1.247
15060,340.629,1.059
15061,340.711,1.159
15062,341.207,1.206
15063,341.636,1.05
15064,341.964,1.145
15065,342.009,1.193
15066,342.15,1.053
15067,342.246,1.206
15068,342.248,1.055
15069,342.676,1.158
15070,342.774,1.204
15071,343.018,1.249
15072,343.094,1.093
15073,343.08,1.091
15074,343.513,1.055
15075,343.812,1.212
15076,343.887,1.261
15077,344.337,1.056
15078,344.338,1.197
15079,344.524,1.186
15080,344.625,1.104
15081,344.653,1.098
15082,344.659,1.088
15083,345.772,1.25
15084,345.942,1.063
15085,346.088,1.058
15086,346.108,1.056
15087,346.14,1.189
15088,346.316,1.204
15089,346.35,1.154
15090,346.35,1.143
15091,347.132,1.087
15092,347.238,1.053
15093,347.405,1.085
15094,347.459,1.245
15095,348.791,1.126
15096,349.027,1.115
15097,349.375,1.26
15098,349.493,1.06
15099,350.543,1.261
15100,351.449,1.112
15101,351.765,1.181
15102,352.317,1.089
15103,353.507,1.159
15104,353.816,1.085
15105,353.931,1.111
15106,354.108,1.212
15107,354.122,1.051
15108,354.164,1.199
15109,354.353,1.256
15110,355.086,1.246
15111,356.128,1.261
15112,356.17,1.115
15113,356.405,1.127
15114,356.539,1.134
15115,356.719,1.231
15116,356.903,1.194
15117,357.015,1.056
15118,357.281,1.062
15119,357.286,1.257
15120,357.521,1.188
15121,357.767,1.26
15122,357.781,1.06
15123,358.081,1.26
15124,359.54,1.208
15125,0.05,1.122
15126,0.288,1.069
15127,0.76,1.204
15128,1.299,1.061
15129,1.39,1.169
15130,1.775,1.055
15131,1.713,1.128
15132,1.925,1.089
15133,2.001,1.066
15134,3.416,1.097
15135,3.522,1.233
15136,3.877,1.084
15137,4.275,1.257
15138,4.286,1.253
15139,4.753,1.087
15140,5.885,1.234
15141,6.451,1.066
15142,7.704,1.205
15143,7.936,1.096
15144,8.829,1.248
15145,9.69,1.118
15146,9.831,1.181
15147,10.33,1.143
15148,10.824,1.06
15149,11.005,1.209
15150,11.05,1.241
15151,11.075,1.193
15152,11.279,1.156
15153,11.543,1.112
15154,11.731,1.215
15155,11.88,1.142
15156,11.959,1.184
15157,12.019,1.108
15158,12.399,1.115
15159,12.392,1.121
15160,12.75,1.186
15161,12.832,1.126
15162,13.113,1.136
15163,13.22,1.214
15164,13.258,1.171
15165,13.602,1.174
15166,13.697,1.092
15167,160.119,53.798
15168,161.83,54.038
15169,162.133,54.078
15170,162.132,54.08
15171,163.38,54.391
15172,168.818,55.216
15173,145.072,49.329
15174,145.387,49.547
15175,146.409,49.848
15176,147.308,50.198
15177,150.998,51.627
15178,155.947,53.099
15179,155.945,53.108
15180,155.95,53.098
15181,155.95,53.102
15182,155.943,53.098
15183,160.826,54.264
15184,160.884,54.28
15185,162.448,54.6
15186,163.478,54.836
15187,163.848,54.789
15188,168.977,55.81
15189,169.677,55.777
15190,170.776,56.018
15191,170.901,55.859
15192,170.913,55.87
15193,144.141,48.984
15194,144.971,49.961
15195,145.727,50.1
15196,145.903,50.275
15197,146.862,50.502
15198,151.359,52.226
15199,151.359,52.227
15200,151.536,52.171
15201,158.151,54.166
15202,158.992,54.366
15203,159.164,54.289
15204,159.634,54.468
15205,161.848,54.859
15206,162.71,55.065
15207,165.672,55.579
15208,165.916,55.633
15209,166.67,55.848
15210,168.427,56.022
15211,143.645,49.907
15212,144.61,50.252
15213,145.967,50.85
15214,149.324,51.982
15215,151.425,52.698
15216,151.926,52.916
15217,157.598,54.365
15218,158.806,54.659
15219,162.004,55.495
15220,162.868,55.548
15221,163.01,55.594
15222,163.012,55.601
15223,168.54,56.407
15224,168.333,56.479
15225,168.33,56.478
15226,168.329,56.477
15227,170.194,56.699
15228,170.207,56.805
15229,170.62,56.78
15230,170.701,56.875
15231,170.85,56.729
15232,143.501,49.718
15233,144.015,50.437
15234,146.602,51.429
15235,149.242,52.565
15236,151.317,53.058
15237,157.269,54.716
15238,157.381,54.895
15239,160.308,55.484
15240,161.754,55.855
15241,162.708,56.033
15242,164.761,56.372
15243,165.761,56.488
15244,167.706,56.836
15245,169.488,57.145
15246,170.623,57.273
15247,143.407,50.836
15248,143.949,50.911
15249,148.29,52.646
15250,149.184,52.971
15251,150.482,53.259
15252,150.712,53.368
15253,153.99,54.503
15254,154.452,54.635
15255,156.939,55.1
15256,157.672,55.346
15257,158.642,55.622
15258,159.833,55.832
15259,160.384,55.887
15260,160.469,55.95
15261,162.271,56.34
15262,163.387,56.553
15263,164.087,56.76
15264,164.267,56.683
15265,164.581,56.877
15266,165.82,57.001
15267,167.168,57.23
15268,168.714,57.31
15269,169.982,57.48
15270,170.376,57.689
15271,15.41,-0.846
15272,15.597,-0.86
15273,15.658,-1.023
15274,15.691,-0.866
15275,15.906,-0.912
15276,16.034,-0.842
15277,15.988,-0.955
15278,16.099,-0.971
15279,16.143,-1.043
15280,16.24,-0.912
15281,16.476,-0.986
15282,17.484,-0.974
15283,17.447,-0.996
15284,18.62,-0.858
15285,18.543,-0.972
15286,18.661,-1.021
15287,18.877,-0.861
15288,18.896,-0.848
15289,19.573,-1.002
15290,20.685,-0.914
15291,21.031,-0.95
15292,21.8,-0.903
15293,23.46,-0.908
15294,23.468,-0.897
15295,23.662,-1.022
15296,27.089,-0.957
15297,27.563,-0.882
15298,28.34,-0.92
15299,28.675,-0.927
15300,29.272,-0.863
15301,30.198,-0.913
15302,30.512,-0.945
15303,30.549,-1.028
15304,31.037,-0.902
15305,31.616,-0.898
15306,31.924,-0.997
15307,31.973,-0.912
15308,31.984,-0.91
15309,32.326,-0.872
15310,32.504,-0.987
15311,32.839,-0.995
15312,33.229,-0.905
15313,34.507,-0.973
15314,35.494,-0.904
15315,36.617,-0.93
15316,37.178,-0.849
15317,38.003,-0.992
15318,39.12,-0.975
15319,40.24,-0.861
15320,40.526,-0.893
15321,40.524,-0.895
15322,40.529,-0.891
15323,41.795,-1.043
15324,41.91,-0.854
15325,43.523,-0.877
15326,43.561,-0.996
15327,44.954,-0.967
15328,45.058,-0.938
15329,47.253,-0.982
15330,47.527,-1.009
15331,49.111,-0.936
15332,49.835,-0.973
15333,50.192,-0.85
15334,50.18,-1.002
15335,50.177,-1.006
15336,50.536,-0.839
15337,51.41,-1.03
15338,51.407,-1.031
15339,51.412,-1.027
15340,51.413,-1.029
15341,52.237,-0.874
15342,52.63,-0.98
15343,53.791,-0.868
15344,54.224,-0.958
15345,58.084,-0.973
15346,59.047,-1.045
15347,59.094,-1.035
15348,15.041,-0.479
15349,15.215,-0.562
15350,15.822,-0.554
15351,16.161,-0.448
15352,17.619,-0.591
15353,18.708,-0.496
15354,18.704,-0.494
15355,19.038,-0.6
15356,20.026,-0.524
15357,20.319,-0.544
15358,20.278,-0.531
15359,20.279,-0.533
15360,20.279,-0.53
15361,20.338,-0.441
15362,20.744,-0.553
15363,21.07,-0.509
15364,21.284,-0.457
15365,21.483,-0.544
15366,22.574,-0.477
15367,23.401,-0.516
15368,23.631,-0.458
15369,24.296,-0.507
15370,24.284,-0.565
15371,24.936,-0.468
15372,25.669,-0.56
15373,26.441,-0.569
15374,26.66,-0.424
15375,28.248,-0.582
15376,28.992,-0.444
15377,29.144,-0.618
15378,29.489,-0.599
15379,29.519,-0.527
15380,29.651,-0.509
15381,31.707,-0.451
15382,31.72,-0.518
15383,31.721,-0.517
15384,33.231,-0.467
15385,33.793,-0.476
15386,34.32,-0.609
15387,34.749,-0.602
15388,34.971,-0.427
15389,35.626,-0.617
15390,35.642,-0.592
15391,38.611,-0.469
15392,39.579,-0.508
15393,39.994,-0.53
15395,40.588,-0.555
15396,40.885,-0.546
15397,41.605,-0.499
15398,41.6,-0.499
15399,41.764,-0.593
15400,41.771,-0.448
15401,41.964,-0.469
15402,42.157,-0.554
15403,45.435,-0.593
15404,47.06,-0.435
15405,47.06,-0.434
15406,48.12,-0.554
15407,48.485,-0.521
15408,49.514,-0.536
15409,50.629,-0.612
15410,51.54,-0.572
15411,51.64,-0.604
15412,52.626,-0.608
15413,53.07,-0.621
15414,54.055,-0.52
15415,55.592,-0.583
15416,57.159,-0.469
15417,57.389,-0.593
15418,58.621,-0.519
15419,58.783,-0.514
15420,59.162,-0.579
15421,15.038,-0.017
15422,15.417,-0.165
15423,16.536,-0.081
15424,17.444,-0.04
15425,17.798,-0.177
15426,18.02,-0.073
15427,18.068,-0.143
15428,18.258,-0.142
15429,18.291,-0.16
15430,18.728,-0.037
15431,19.013,-0.206
15432,19.172,-0.169
15433,19.576,-0.208
15434,19.631,-0.162
15435,19.661,-0.12
15436,19.859,-0.105
15437,19.86,-0.139
15438,19.972,-0.088
15439,20.028,-0.205
15440,20.234,-0.121
15441,20.209,-0.096
15442,20.679,-0.055
15443,20.863,-0.131
15444,21.989,-0.065
15445,25.399,-0.046
15446,26.01,-0.119
15447,26.013,-0.12
15448,26.046,-0.154
15449,26.045,-0.155
15450,26.9,-0.07
15451,27.221,-0.202
15452,27.261,-0.074
15453,27.315,-0.064
15454,27.634,-0.019
15455,27.698,-0.21
15456,28.221,-0.178
15457,28.571,-0.051
15458,29.324,-0.181
15459,30.633,-0.077
15460,31.142,-0.159
15461,33.036,-0.096
15462,35.517,-0.048
15463,35.412,-0.19
15464,36.803,-0.05
15466,37.959,-0.188
15467,38.233,-0.147
15468,38.236,-0.146
15469,39.177,-0.017
15470,40.235,-0.179
15471,40.66,-0.029
15472,40.67,-0.057
15473,41.188,-0.085
15474,41.751,-0.156
15475,42.14,-0.168
15476,43.848,-0.009
15477,44.917,-0.039
15478,45.682,-0.102
15479,46.727,-0.045
15480,47.059,-0.061
15481,47.33,-0.166
15482,48.482,-0.176
15483,48.563,-0.034
15484,49.367,-0.091
15485,49.49,-0.168
15486,49.488,-0.172
15487,50.434,-0.101
15488,50.927,-0.111
15489,51.112,-0.086
15490,51.218,-0.17
15491,51.262,-0.209
15492,51.629,-0.041
15493,51.729,-0.008
15494,51.825,-0.077
15495,54.569,-0.013
15496,54.76,-0.147
15497,55.33,-0.074
15498,56.303,-0.201
15499,57.674,-0.179
15500,58.544,-0.207
15501,58.866,-0.162
15502,58.991,-0.168
15503,59.111,-0.051
15504,59.338,-0.08
15505,59.355,-0.049
15506,59.371,-0.199
15507,59.384,-0.013
15508,59.386,-0.013
15509,59.494,-0.191
15510,15.277,0.404
15511,16.055,0.258
15512,16.1,0.295
15513,16.101,0.295
15514,16.481,0.35
15515,17.39,0.342
15516,17.417,0.231
15517,17.559,0.366
15518,18.198,0.331
15519,18.524,0.383
15520,18.76,0.307
15521,18.818,0.235
15522,18.787,0.297
15523,18.937,0.233
15524,18.938,0.246
15525,19.008,0.373
15526,20.004,0.275
15527,20.338,0.357
15528,20.52,0.262
15529,20.503,0.27
15530,20.836,0.316
15531,21.079,0.277
15532,21.373,0.395
15533,21.52,0.315
15534,24.682,0.333
15535,24.822,0.34
15536,25.112,0.255
15537,25.149,0.259
15538,25.513,0.393
15539,25.611,0.212
15540,26.133,0.26
15541,26.677,0.247
15542,27.527,0.382
15543,27.955,0.265
15544,28.228,0.363
15545,30.111,0.367
15546,30.825,0.304
15547,31.355,0.254
15548,31.584,0.358
15549,32.142,0.277
15550,32.394,0.252
15551,32.733,0.317
15552,34.748,0.331
15553,34.746,0.33
15554,35.319,0.24
15555,35.626,0.379
15556,37.157,0.353
15557,37.337,0.271
15558,37.813,0.324
15559,39.447,0.405
15560,39.72,0.273
15561,41.514,0.225
15562,43.129,0.206
15563,45.3,0.303
15564,47.315,0.419
15565,49.463,0.295
15566,50.004,0.303
15567,51.413,0.244
15568,53.033,0.353
15569,53.107,0.229
15570,54.328,0.295
15571,56.465,0.311
15573,58.062,0.378
15574,59.509,0.395
15575,59.538,0.413
15576,16.53,0.776
15577,16.723,0.658
15578,16.838,0.704
15579,17.081,0.72
15580,17.477,0.801
15581,18.262,0.678
15582,18.93,0.732
15583,20.03,0.639
15584,20.617,0.638
15585,22.946,0.64
15586,23.268,0.749
15587,23.575,0.693
15588,23.788,0.749
15589,24.193,0.693
15590,24.43,0.772
15591,24.991,0.772
15592,25.151,0.792
15593,26.11,0.771
15594,26.602,0.816
15595,26.94,0.823
15596,28.585,0.652
15597,28.745,0.766
15598,28.746,0.64
15599,28.86,0.741
15600,29.324,0.692
15601,29.336,0.694
15602,30.078,0.655
15603,30.167,0.763
15604,31.4,0.781
15605,32.201,0.8
15606,33.256,0.786
15607,33.328,0.729
15608,34.302,0.655
15609,34.534,0.758
15610,36.702,0.721
15611,37.197,0.722
15612,38.168,0.66
15613,38.266,0.645
15614,41.088,0.675
15615,41.393,0.704
15616,43.664,0.743
15617,45.215,0.807
15618,49.541,0.8
15619,49.846,0.823
15620,50.326,0.794
15621,51.648,0.791
15622,52.038,0.834
15623,52.935,0.748
15624,55.719,0.753
15625,58.467,0.723
15626,58.619,0.681
15627,58.826,0.661
15628,59.217,0.825
15629,15.365,1.108
15630,15.48,1.176
15631,15.676,1.166
15632,16.665,1.153
15633,16.563,1.153
15634,16.585,1.137
15635,17.023,1.123
15636,17.283,1.121
15637,18.442,1.147
15638,18.463,1.208
15639,18.656,1.182
15640,18.697,1.121
15641,18.695,1.119
15642,18.932,1.226
15643,19.15,1.202
15644,19.65,1.156
15645,20.856,1.247
15646,20.872,1.218
15647,20.989,1.106
15648,21.062,1.049
15649,21.779,1.193
15650,21.818,1.158
15651,22.051,1.205
15652,26.627,1.237
15653,26.747,1.151
15654,27.039,1.101
15655,27.049,1.2
15656,27.763,1.142
15657,27.952,1.186
15658,27.963,1.235
15659,28.142,1.244
15660,28.206,1.121
15661,28.559,1.163
15662,28.557,1.165
15663,28.574,1.261
15664,28.777,1.225
15665,29.073,1.076
15666,29.114,1.078
15667,29.79,1.177
15668,30.695,1.241
15669,30.692,1.24
15670,30.75,1.175
15671,31.109,1.124
15672,31.316,1.085
15673,32.515,1.176
15674,32.594,1.201
15675,32.742,1.206
15676,33.002,1.226
15677,33.0,1.218
15678,33.2,1.051
15679,34.038,1.255
15680,34.261,1.24
15681,34.21,1.057
15682,35.011,1.228
15683,35.024,1.097
15684,34.972,1.148
15685,36.32,1.052
15686,36.962,1.254
15687,37.895,1.071
15688,37.927,1.187
15689,38.031,1.223
15690,38.204,1.164
15691,38.307,1.244
15692,38.417,1.229
15693,38.911,1.227
15694,39.478,1.119
15695,40.285,1.125
15696,40.396,1.235
15697,40.488,1.236
15698,40.49,1.249
15699,40.887,1.155
15700,42.054,1.211
15701,42.44,1.178
15702,43.278,1.162
15703,43.903,1.216
15704,43.954,1.079
15705,45.087,1.178
15706,45.331,1.259
15707,45.399,1.105
15708,45.907,1.111
15709,46.129,1.103
15710,46.484,1.175
15711,46.582,1.151
15712,47.244,1.219
15713,48.194,1.191
15714,48.761,1.183
15715,48.886,1.215
15716,48.973,1.126
15717,50.077,1.049
15718,50.098,1.26
15719,50.646,1.186
15720,51.805,1.208
15721,52.055,1.138
15722,53.525,1.104
15723,53.521,1.071
15724,53.785,1.143
15725,54.564,1.174
15726,56.925,1.146
15727,57.249,1.171
15728,57.149,1.072
15729,57.287,1.163
15730,57.284,1.164
15731,57.965,1.192
15732,59.145,1.162
15733,59.268,1.196
15734,59.588,1.142
15735,59.554,1.241
15736,134.012,40.379
15737,146.435,46.934
15738,146.705,46.956
15739,116.671,26.753
15740,117.853,27.94
15741,119.233,29.331
15742,119.238,29.268
15743,119.332,29.346
15744,119.456,29.513
15745,122.383,32.312
15746,123.598,33.366
15747,124.434,34.098
15748,126.394,35.711
15749,127.272,36.443
15750,128.867,37.377
15751,130.614,38.851
15752,130.61,38.849
15753,131.717,39.499
15754,132.657,40.251
15755,134.486,41.289
15756,135.066,41.657
15757,136.067,42.246
15758,136.21,42.256
15759,137.281,42.903
15760,138.81,43.821
15761,141.315,45.021
15762,141.642,45.121
15763,143.016,45.878
15764,143.492,46.115
15765,145.785,46.95
15766,148.249,48.125
15767,150.109,48.799
15768,117.853,28.675
15769,118.511,29.296
15770,118.491,29.318
15771,118.566,29.372
15772,118.74,29.453
15773,119.051,29.754
15774,119.052,29.754
15775,119.826,30.495
15776,120.154,30.846
15777,120.434,30.901
15778,124.841,35.049
15779,125.915,35.894
15780,125.927,35.894
15781,126.329,36.106
15782,126.736,36.37
15783,127.171,36.858
15784,127.779,37.339
15785,129.059,38.317
15786,131.517,39.83
15787,131.516,39.832
15788,135.69,42.465
15789,136.692,43.016
15790,138.599,44.295
15791,139.0,44.343
15792,139.494,44.571
15793,140.761,45.286
15794,141.379,45.529
15795,144.216,46.83
15796,145.2,47.243
15797,145.298,47.353
15798,145.783,47.627
15799,116.602,27.875
15800,116.632,27.931
15801,117.046,28.23
15802,117.01,28.405
15803,117.788,29.212
15804,119.198,30.452
15805,119.873,31.18
15806,120.242,31.354
15807,123.262,34.325
15808,126.302,36.817
15809,126.548,36.824
15810,126.699,37.127
15811,127.834,37.859
15812,130.996,40.042
15813,131.889,40.811
15814,133.617,41.898
15815,133.712,41.983
15816,134.036,42.22
15817,135.039,42.733
15818,137.264,43.994
15819,139.409,45.01
15820,144.113,47.407
15821,144.116,47.406
15822,145.079,47.777
15823,145.536,48.01
15824,147.326,48.564
15825,147.317,48.562
15826,148.342,48.997
15827,148.378,49.068
15828,115.859,27.62
15829,115.804,27.858
15830,116.177,28.096
15831,116.258,28.268
15832,116.379,28.45
15833,117.335,29.441
15834,117.4,29.394
15835,117.47,29.442
15836,117.648,29.45
15837,117.864,29.701
15838,117.971,30.003
15839,118.2,30.217
15840,118.666,30.721
15841,121.322,32.977
15842,121.539,33.224
15843,121.753,33.398
15844,123.82,35.18
15845,123.82,35.283
15846,123.893,35.213
15847,124.646,36.067
15848,126.176,37.253
15849,126.952,37.937
15850,128.598,39.101
15851,129.088,39.335
15852,134.294,42.757
15853,137.4,44.693
15854,137.565,44.686
15855,138.06,44.955
15856,138.059,44.96
15857,140.565,46.123
15858,141.115,46.529
15859,145.21,48.167
15860,145.113,48.338
15861,145.11,48.334
15862,146.043,48.56
15863,148.299,49.351
15864,129.828,40.512
15865,129.884,40.426
15866,130.414,40.869
15867,131.334,41.542
15868,131.481,41.522
15869,133.272,42.689
15870,133.329,42.679
15871,133.33,42.678
15872,135.587,44.07
15873,135.991,44.25
15874,138.751,45.925
15875,139.212,46.108
15876,140.643,46.658
15877,141.25,46.976
15878,141.372,47.077
15879,141.897,47.353
15880,141.896,47.354
15881,141.964,47.295
15882,142.697,47.8
15883,143.417,48.061
15884,143.825,48.298
15885,144.695,48.564
15886,144.876,48.711
15887,145.538,48.8
15888,146.923,49.552
15889,147.683,49.742
15890,147.912,49.751
15891,148.693,50.138
15892,149.018,50.186
15893,145.089,48.754
15894,128.797,37.265
15895,132.543,39.774
15897,132.55,39.915
15898,133.912,40.796
15899,133.922,40.801
15900,134.797,41.343
15901,136.172,42.053
15902,136.171,42.041
15903,137.318,42.725
15904,137.772,42.836
15905,138.027,42.955
15906,140.612,44.505
15907,140.763,44.555
15908,144.165,46.092
15909,145.313,46.644
15910,145.456,46.545
15911,116.455,26.93
15912,117.617,27.823
15913,117.57,27.857
15914,118.892,29.173
15915,118.842,29.152
15916,119.691,30.116
15917,119.836,30.209
15918,120.685,31.082
15919,120.99,31.354
15920,123.251,33.224
15921,123.614,33.58
15922,124.266,34.241
15923,124.56,34.56
15924,126.023,35.699
15925,126.965,36.334
15926,127.587,36.763
15927,127.554,36.795
15928,127.589,36.956
15929,129.031,37.993
15930,129.558,38.352
15931,131.93,39.878
15932,131.843,40.006
15933,132.562,40.249
15934,135.22,41.883
15935,137.42,43.314
15936,137.462,43.306
15937,141.573,45.492
15938,141.585,45.49
15939,116.499,27.512
15940,117.075,28.038
15941,117.017,28.031
15942,117.325,28.473
15943,117.399,28.453
15944,118.998,29.832
15945,120.397,31.354
15946,120.65,31.649
15947,120.683,31.67
15948,120.941,31.78
15949,123.121,33.744
15950,123.428,34.082
15951,124.22,34.658
15952,125.344,35.528
15953,125.301,35.674
15954,125.31,35.768
15955,127.159,37.232
15956,128.85,38.292
15957,128.954,38.544
15958,129.35,38.635
15959,129.225,38.742
15960,131.969,40.478
15961,132.056,40.562
15962,132.124,40.524
15963,132.071,40.556
15964,132.267,40.667
15965,133.249,41.36
15966,133.407,41.507
15967,133.498,41.607
15968,134.993,42.376
15969,136.806,43.435
15970,137.04,43.725
15971,138.057,44.043
15972,138.162,44.137
15973,138.345,44.196
15974,144.071,47.166
15975,144.823,47.495
15976,145.123,47.487
15977,116.563,28.095
15978,116.443,28.187
15979,117.574,29.203
15980,117.644,29.221
15981,117.94,29.594
15982,118.096,29.655
